0,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
285,Quinte West,2000,51,Quinte West,,7 Creswell Drive,K8V6X5,Trenton,,www.library.quintewest.com,Public or Union Library,42000,16208,0,0,01/01/2000,12/31/2000,SOLS,11331,2575,Surplus,85091,707809,0,85118,8512,22272,74581,0,983383,0,0,0,0,0,104287,1740,691240,2885,35651,7287,0,81041,31534,0,0,20530,976195,0,4710,0,0,5120,0,0,0,0,0,0,0,0,0,0,0,102630,2713,515,111555,2761,526,0,0,0,0,0,0,184,0,0,3,0,0,2,0,0,2,0,0,2300,0,0,35,3,1,0,5,0,0,0,0,0,1,18,10,312,38,44,21,13,8,5,Yes,DRA Inlex,0,1,52,2,76,0,0,0,0,0,0,0,227053,177,3020,1595,1393,2865,1910,4309,541,1414,0,0,337,3,1768,657
77,Radcliffe,2000,69,Radcliffe,Madawaska Valley Twp,P.O. Box 70,K0J1L0,Combermere,,,Contracting Municipality,1124,995,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,4326,8546,0,0,0,0,0,0,12872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12872,0,12872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Rainbow Country LSB,2000,88,Rainbow Country LSB,,P.O. Box 144,P0P2H0,Whitefish Falls,,vsoderman@sympatico.ca,Contracting LSB,370,0,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,497,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Rainy River,2000,87,Rainy River,,P.O. Box 308,P0W1L0,Rainy River,334 Fourth Street,www.rainyriverlibrary.com,Public or Union Library,927,465,1489,1134,01/01/2000,12/31/2000,OLS-N,726,11,Surplus,7103,24300,6492,20640,159,1708,0,1716,62118,0,0,0,0,0,6084,0,32640,36,3776,2023,0,9419,6280,0,0,1849,62107,0,24,2,0,165,2,0,0,0,0,10,0,0,48,0,0,16981,0,0,17012,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,1,1,4,1,1,3,No,,0,1,26,0,0,0,0,0,0,0,0,0,11538,6,52,162,0,194,0,160,40,2,0,0,8,9,125,12
446,Rainy River FN,2000,87,Rainy River FN,,Box 450,P0W1E0,Emo,,,First Nations Library,217,0,0,0,04/01/2000,03/31/2001,OLS-N,0,0,Nil,1231,7400,0,21896,0,0,0,0,30527,0,0,0,0,0,5386,0,14522,0,0,0,0,8896,0,0,0,0,28804,0,7,0,0,88,0,0,0,0,0,30,0,0,30,0,0,1000,0,0,1000,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,6,6,0,6,No,,0,1,25,0,0,0,0,0,0,0,0,0,1200,6,115,0,0,0,0,50,20,20,20,0,20,20,75,75
287,Ramara Twp,2000,70,Ramara Twp,,P.O. Box 158,L0K1B0,Brechin,"5482 Highway #12 South, Orillia, ON  L3V 6H7",www.ramarapubliclibrary.org,Public or Union Library,8057,5444,0,0,01/01/2000,12/31/2000,SOLS,1825,35776,Surplus,24370,92680,0,50039,5170,2085,0,0,174344,0,0,1008,0,1008,8053,0,70895,1752,12248,3785,0,1659,0,0,0,2789,101181,1008,18,0,0,194,0,0,0,0,0,1,0,0,2,0,0,10100,0,0,10693,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,2,60,0,0,4,4,0,4,Yes,Winnebago,0,1,32.5,1,32.5,0,0,0,0,0,0,0,9805,30,172,654,0,692,0,648,19,89,0,0,6,10,502,2
288,Rayside-Balfour,2000,23,Rayside-Balfour,Greater Sudbury,"P.O. Box 1720,  3502 Errington Street",P0M1L0,Chelmsford,,raybalpl@yahoo.com,Public or Union Library,16050,6200,0,0,01/01/2000,12/31/2000,OLS-N,8820,0,Nil,31233,295455,0,91741,9126,20861,0,457,448873,0,0,0,0,0,62200,0,298679,417,25709,4645,0,68050,4500,0,0,1803,466003,0,423,269,0,704,357,0,1,0,0,5,1,0,7,2,0,28621,15566,0,28718,15604,0,0,0,0,0,0,0,61,25,0,1,0,0,0,0,0,0,0,0,365,0,0,35,1,2,1,2,0,0,0,0,0,0,0,6,110,2,5,15,10,15,2,Yes,Spectrum,0,1,46,1,24,0,0,0,0,0,0,0,67416,99,1719,788,346,1237,549,1313,159,93,0,0,115,0,436,0
289,Rear of Yonge & Escott Twp,2000,56,Rear of Yonge & Escott Twp,,P.O. Box 189,K0E1B0,Athens,1 Main St West,,Contracting Municipality,1948,848,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,3539,0,0,0,0,0,0,0,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539,0,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Red Lake,2000,82,Red Lake,Municipality of Red Lake,P.O. Box 280,P0V1C0,Balmertown,12 Fifth Street,http://www.nwconx.net/~rllib or www.nwconx.net/~blibrary,Public or Union Library,2061,968,0,0,01/01/2000,12/31/2000,OLS-N,3129,0,Nil,22772,162842,0,13209,0,13236,0,0,212059,0,0,633,0,633,26425,4796,96785,134,51853,2443,0,15754,0,0,0,0,198190,633,325,0,0,424,0,0,0,0,0,33,0,0,43,0,0,29143,0,0,30605,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,5,46,0,0,9,8,1,9,Yes,Spectrum,0,2,87,0,0,0,0,0,0,0,0,0,26244,0,0,143,0,250,0,551,275,109,0,0,22,0,425,0
291,Red Rock Twp,2000,89,Red Rock Twp,,P.O. Box 285,P0T2P0,Red Rock,42 Salls Street,www.olsn.ca/redrock,Public or Union Library,1185,509,0,0,01/01/2000,12/31/2000,OLS-N,650,2253,Surplus,3242,58248,0,0,957,0,0,367,62814,0,0,0,0,0,7303,0,39614,589,5553,840,0,1360,0,0,0,7097,62356,0,38,0,0,102,0,0,0,0,0,2,0,0,2,0,0,12728,223,0,12808,223,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,1,6,3,3,3,3,1,3,Yes,Master Library System Concourse,0,1,26,0,0,0,0,0,0,0,0,0,11286,23,434,75,1,89,1,255,30,16,0,0,19,0,180,0
292,Renfrew,2000,69,Renfrew,,13 Railway Avenue,K7V3A9,Renfrew,,www.renfrew.library.on.ca,Public or Union Library,8265,3566,0,0,01/01/2000,12/31/2000,SOLS,6436,0,Nil,16720,241544,0,9000,600,24396,0,0,292260,0,0,5655,0,5655,32494,0,209263,0,26163,4185,0,15530,0,0,0,4625,292260,5655,689,0,0,689,0,0,0,0,0,0,0,0,0,0,0,33254,108,0,33399,108,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,1,1,0,0,0,0,0,1,11,2,42,1,2,6,3,3,3,Yes,Winnebago,0,1,44,0,0,0,0,0,0,0,0,0,88473,127,4248,607,1177,666,1871,1524,124,77,0,0,79,0,907,0
293,Restoule LSB,2000,86,Restoule LSB,,General Delivery,P0H2R0,Restoule,,http://users.efni.com/~turcotte/index.htm,Contracting LSB,495,0,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,522,478,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Richmond Hill,2000,27,Richmond Hill,,1 Atkinson Street,L4C0H5,Richmond Hill,,www.rhpl.richmondhill.on.ca,Public or Union Library,116000,34277,0,0,01/01/2000,12/31/2000,SOLS,88500,0,Nil,122199,3698400,0,52300,6288,256879,0,0,4136066,0,0,107404,433922,541326,393505,50000,2972905,41140,593264,26639,20507,43403,0,17538,0,570429,4729330,541326,9959,35,0,13098,126,0,8,0,0,31,0,0,41,0,0,164270,2225,6719,296044,2473,7073,385,0,0,545,0,0,354,0,0,5,0,0,2,0,0,2,0,0,2538,0,0,35,14,10,0,8,0,8,98.5,5,34,0,0,38,1107,0,0,61,13,32,6,Yes,DRA/Draweb2/Inlex,0,1,64,2,74,0,0,0,0,0,0,0,1222810,644,11875,378,1770,378,1770,25372,9893,1404,2367,0,4533,0,14753,554
295,Rideau Lakes Rear of Leeds & Lansdowne Union,2000,56,Rideau Lakes Rear of Leeds & Lansdowne Union,Rideau Lakes,P.O. Box 189,K0G1E0,Elgin,26 Halladay Street,www.king.igs.net/~elgin,Public or Union Library,11905,8711,0,0,01/01/2000,12/31/2000,SOLS,0,-7184,Deficit,56364,135610,0,22897,1506,9839,0,0,226216,0,0,0,0,0,34800,113,137416,650,2129,5672,4167,12696,0,0,0,35757,233400,0,805,0,0,845,0,0,0,0,0,30,0,0,35,0,0,48948,255,0,51395,270,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,8,117,17,40,11,11,1,11,Yes,Mutilis,0,1,25,3,42,3,30,0,0,0,0,0,72158,158,1999,1454,23,0,23,1492,128,52,0,0,93,16,652,82
296,Rideau Twp,2000,20,Rideau Twp,Ottawa C,P.O. Box 430,K4M1A4,Manotick,5499 South River Drive,www.library.ottawa.on.ca,Public or Union Library,12231,4315,0,0,01/01/2000,12/31/2000,SOLS,2004,34826,Surplus,23619,149400,0,14273,3763,13863,2500,0,207418,0,0,0,0,0,33744,0,152594,4405,17628,5047,0,0,0,0,800,11325,225543,5067,445,0,0,3500,0,0,0,0,0,2,0,0,4,0,0,64102,0,0,64152,0,0,9,0,0,15,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,1,28,5,28,72,125,4,2,0,4,No,,0,1,38,1,28,0,0,0,0,0,0,0,72710,112,1201,579,0,672,0,1560,526,42,625,0,160,13,955,1114
297,Robinson  LSB,2000,83,Robinson  LSB,,General Delivery,P0P1Y0,Silver Water,Box  519,,Contracting LSB,150,0,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,397,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Rockcliffe Park,2000,20,Rockcliffe Park,Ottawa C,380 Springfield Road,K1M0K7,Rockcliffe Park,,,Public or Union Library,2191,766,0,0,01/01/2000,12/31/2000,SOLS,0,3206,Surplus,5707,40000,0,87669,912,201,0,1863,136352,0,0,0,0,0,13629,0,18645,0,0,2136,0,39609,0,0,0,10890,84909,0,38,0,0,212,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,2212,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,25,45.5,8,8,0,0,Yes,Winnebago,0,1,33,0,0,0,0,0,0,0,0,0,15197,20,1000,156,0,1,0,300,507,0,0,0,84,0,3884,140
449,Ross Twp,2000,69,Ross Twp,Whitewater Region,P.O. Box 69,K0J1V0,Foresters Falls,2060 Foresters Fall Road,,Public or Union Library,1941,903,0,0,01/01/2000,12/31/2000,SOLS,278,633,Surplus,4688,5000,0,2839,1635,1435,2000,152,17749,0,0,0,0,0,2314,0,8988,686,1945,718,0,58,88,0,0,129,14926,0,19,0,0,151,0,0,0,0,0,2,0,0,3,0,0,7590,0,0,7590,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,3,1,0,2,No,,0,1,20,0,0,0,0,0,0,0,0,0,4192,2,6,0,0,0,0,95,104,25,0,0,9,0,55,0
299,Rossport LSB,2000,89,Rossport LSB,,P.O. Box 62,P0T2R0,Rossport,,,Contracting LSB,130,0,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,289,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Russell,2000,67,Russell,,"2 - 717 rue Notre-Dame,",K0A1W1,Embrun,,www.russellbiblio.com,Public or Union Library,11652,3997,0,0,01/01/2000,12/31/2000,SOLS,5944,5054,Surplus,15726,214981,0,1582,3345,12828,10000,651,259113,0,0,0,0,0,26067,676,185096,350,35610,3300,0,4358,0,0,0,7371,262828,0,67,66,0,277,360,0,0,0,0,0,0,0,0,0,0,15235,13441,0,15590,14354,0,6,24,1,6,24,1,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,2,0,0,0,0,0,0,0,0,0,2,27,4,25,8,5,2,1,Yes,Coba,0,1,29,1,29,0,0,0,0,0,0,0,58742,105,1260,1398,80,1520,305,1271,1353,32,0,0,102,0,595,0
303,Sables-Spanish Rivers Twp,2000,88,Sables-Spanish Rivers Twp,Township of Sables-Spanish Rivers,P.O. Box 40,P0P1P0,Massey,185 Grove Street,Http://www.masseylibrary.com,Public or Union Library,3200,1470,0,0,01/01/2000,12/31/2000,OLS-N,2332,9016,Surplus,12853,51740,0,16487,1100,6840,7095,2827,98942,0,0,0,0,0,6948,0,50684,1165,12061,2234,0,7973,0,0,0,16414,97479,0,12,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,12942,753,0,12942,772,0,9,0,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,1,17,2,12.8,24,48,3,2,0,3,No,,0,1,33,1,12,0,0,0,0,0,0,0,15994,0,0,399,36,415,399,363,371,31,0,0,4,0,296,0
432,Sagamok Anishnawbek FN,2000,88,Sagamok Anishnawbek FN,,Box 610,P0P1P0,Massey,,,First Nations Library,1230,0,0,0,04/01/2000,03/31/2001,OLS-N,213,0,Nil,3073,0,0,21896,0,0,0,0,24969,0,0,0,0,0,722,0,23582,0,0,700,656,8896,0,0,0,0,34556,0,4,0,0,37,0,0,0,0,0,7,0,0,12,0,0,1050,0,0,1050,0,0,7,0,0,12,0,0,16,0,0,0,0,0,7,0,0,12,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,No,,0,1,35,0,0,0,0,0,0,0,0,0,3588,0,0,92,0,92,0,69,92,20,10,0,7,5,131,0
415,Saugeen FN,2000,41,Saugeen FN,,"GMB # 3, Site #3",N0H2L0,Southampton,812 French Bay Road,n/a,First Nations Library,629,0,0,0,04/01/2000,03/31/2001,SOLS,97,15277,Surplus,2051,20347,0,28582,0,0,0,0,50980,0,0,0,0,0,2780,0,14058,445,986,2261,0,10628,0,0,0,4544,35702,0,46,0,10,324,0,22,2,0,0,14,0,0,14,0,0,3046,0,0,3479,0,0,14,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,2,4,4,0,4,Yes,Cross Applications,0,1,25,0,0,0,0,0,0,1,25,0,446,48,98,0,0,0,0,11,6,10,2,0,7,4,21,10
191,Sault Ste. Marie,2000,80,Sault Ste. Marie,,50 East Street,P6A3C3,Sault Ste. Marie,,www.ssmpl.ca,Public or Union Library,80054,31156,3189,1669,01/01/2000,12/31/2000,SOLS,33899,59365,Surplus,368069,1779300,8770,80709,27378,122261,0,0,2386487,0,0,37542,0,37542,253109,0,1587019,12538,257152,25242,5904,3983,0,0,0,210910,2355857,37542,12806,116,0,22232,206,0,0,0,0,28,0,0,31,0,0,92574,4043,2591,135441,5097,2733,141,5,0,228,5,0,290,8,6,0,0,0,0,0,0,0,0,0,0,0,0,35,5,2,0,24,0,0,0,0,0,0,0,34,423,81,32,34,13,17,4,Yes,Dynix by Epitech,0,1,68,2,80,0,0,0,0,0,0,0,625296,397,5697,1122,2095,1775,3255,11918,2287,369,0,0,1156,5,9798,0
301,Schreiber Twp,2000,89,Schreiber Twp,,P.O. Box 39,P0T2S0,Schreiber,314 Scotia Street,www.schreiberlibrary.ca,Public or Union Library,1626,766,130,0,01/01/2000,12/31/2000,OLS-N,1148,0,Nil,4226,54806,289,22227,0,2684,0,0,84232,0,0,0,0,0,9614,0,45623,1294,648,1107,0,1372,0,0,0,4245,63903,0,562,0,0,700,0,0,11,0,0,60,0,0,70,0,0,11331,26,120,11343,26,120,0,0,0,0,0,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,4,32,0,0,7,6,0,7,No,,0,1,24,0,0,0,0,0,0,0,0,0,8374,8,1138,56,0,83,0,170,24,29,10,0,12,24,128,0
304,Scugog Memorial,2000,10,Scugog Memorial,,P.O. Box 1049,L9L1A8,Port Perry,231 Water Street,www.scugoglibrary.ca,Public or Union Library,18505,7328,0,0,01/01/2000,12/31/2000,SOLS,17682,20727,Surplus,59757,203465,0,18008,27303,33564,0,1003,343100,0,0,32322,0,32322,62562,3034,197762,847,22353,3337,5820,11853,0,0,0,40235,347803,41472,491,0,0,682,0,0,2,0,0,0,0,0,0,0,0,39544,136,78,40118,136,78,0,0,0,0,0,0,85,0,0,2,0,0,0,0,0,0,0,0,1500,0,0,35,1,0,0,0,0,0,0,2,47,0,0,6,116,5,10,10,6,4,6,Yes,epixtech ASP,0,1,53,0,0,0,0,0,0,0,0,0,206292,444,4662,170,429,317,826,4812,976,184,6,0,160,0,2070,0
305,Searchmont & Area LSB,2000,80,Searchmont & Area LSB,,P.O. Box 148,P0S1J0,Searchmont,734 Highway 532,,Contracting LSB,377,0,0,0,01/01/2000,12/31/2000,OLS-N,0,-702,Deficit,859,0,0,0,0,0,0,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Seguin Twp,2000,86,Seguin Twp,Township of Seguin,R.R. #2,P2A2W8,Parry Sound,15 Humphrey Drive,www.olsn.ca/seguin,Public or Union Library,3359,4367,0,0,01/01/2000,12/31/2000,OLS-N,2247,12380,Surplus,23424,43101,0,18504,562,2721,0,800,89112,0,0,0,0,0,10158,0,50668,838,3484,5675,2585,11081,0,0,0,5803,90292,253,293,0,0,408,0,0,0,0,0,30,1,0,43,1,0,20761,141,492,21239,141,492,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,6,53,3,4,11,9,0,7,No,,0,1,20,1,13,2,20,0,0,0,0,0,18156,3,96,292,0,326,0,549,81,33,0,0,55,5,210,0
416,Seine River FN,2000,87,Seine River FN,,P.O. Box 129,P0W1H0,Mine Centre,"Learning Centre Road, Seine River FN",,First Nations Library,316,0,0,0,04/01/2000,03/31/2001,OLS-N,237,611,Surplus,969,6369,0,36699,150,651,0,0,44838,0,0,0,0,0,317,0,15392,555,1777,2201,0,22008,0,0,0,0,42250,0,66,0,0,253,0,0,0,0,0,12,0,0,12,0,0,3093,0,0,3096,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,30,0,0,0,0,0,0,2,2,6,2,0,6,No,,0,1,30,0,0,0,0,0,0,0,0,0,1836,0,0,0,0,0,0,83,18,20,20,0,0,0,109,0
417,Serpent River FN,2000,80,Serpent River FN,,49 Village Road P.O. Box 16,P0P1B0,Cutler,,www.serpentriverfn.ca,First Nations Library,303,0,0,0,04/01/2000,03/31/2001,OLS-N,48,-1687,Deficit,1553,30553,0,56669,0,679,3000,0,92454,0,0,0,0,0,1300,0,13000,0,2820,1200,0,35275,0,0,0,0,53595,1089,39,0,0,39,0,0,45,0,0,10,0,0,45,0,0,3316,0,0,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,35,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,7,7,0,7,No,,0,1,24,0,0,0,0,0,0,0,0,0,550,50,48,23,0,23,0,11,38,7,0,0,11,0,38,30
258,Severn Twp,2000,70,Severn Twp,,P.O. Box 278,L0K1E0,Coldwater,31 Coldwater Road,http:// www.coldwater.library.on.ca/,Public or Union Library,10458,5743,1165,508,01/01/2000,12/31/2000,SOLS,2486,0,Nil,25342,102000,12000,8823,671,71174,0,0,220010,0,0,4500,0,4500,7166,38,50716,400,4728,1785,550,680,0,0,77500,3642,147205,4500,165,27,0,257,27,0,0,0,0,15,0,0,15,0,0,16327,58,0,16508,58,0,20,0,0,20,0,0,30,0,0,0,0,0,65,0,0,73,0,0,0,0,0,35,0,0,0,0,0,4,39,0,0,1,29,2,9,3,7,3,3,0,3,No,,0,1,26,0,0,0,0,0,0,0,0,0,32670,8,166,2975,0,420,319,697,127,31,0,0,87,4,358,0
418,Shawanaga FN,2000,86,Shawanaga FN,,R.R. #1,P0G1G0,Nobel,2 Church St.,,First Nations Library,146,0,0,0,04/01/2000,03/31/2001,OLS-N,170,0,Nil,669,0,0,28582,0,0,0,0,29251,0,0,0,0,0,200,0,13000,0,0,0,0,15582,0,0,0,0,28782,0,17,0,0,206,0,0,0,0,0,0,0,0,0,0,0,1976,0,0,2376,0,0,70,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,4,4,0,4,No,,0,1,20,0,0,0,0,0,0,0,0,0,173400,6,30,0,0,0,0,13,6,21,0,0,3,0,28,16
